,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YLR422W_mRNA,9.74,9.32,8.47,7.29,7.12,11.57,6.97,9.49,13.31,8.74,9.03,10.58,3.24,62.25,8.08,10.63,24.35,5.53,0,7.43,6.27,0,2.71,28.23,17.23,0,11.62,8.32,5.94,1.26,0,0,3.09,0
YLR428C_mRNA,0.57,0,0,0,0,0,0,0,0,0.88,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR434C_mRNA,0,0,0,0,0,0,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0,0,0,0,0,0,0
YLR437C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR444C_mRNA,0,0,2.16,0,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR446W_mRNA,8.5,5.79,7.85,9.01,10.75,5.08,3.03,3.63,1.18,5.7,7.54,8.84,12.69,0,1.97,1.66,0,0,0,0,0,0,0,0,0,0,10.11,12.47,18.2,29.63,0,0,0,0
YLR456W_mRNA,5.11,14.7,10.96,18.05,10.78,16.03,16.4,1.63,8.54,9.68,14.44,13.94,30.5,0,10.6,8.94,0,0,0,0,0,0,31.91,0,0,0,0,0,5.94,17.81,0,0,0,0
YLR458W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR460C_mRNA,3.25,8.19,3.03,7.32,2.24,2.95,0,1.02,4,9.06,7.2,5.85,19.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,3.72,11.1,0,0,0,0
YLR462W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR463C_mRNA,1.7,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR464W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR464W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR466C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR466C-B_mRNA,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.88,0,0,0,0,0,0,0,0,0,0,0
YLR467C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPR058W_mRNA,46.79,48.73,49.85,49.61,51.01,50.7,79.33,49.91,45.65,55.88,66.14,52.09,87.34,0,78.43,66.1,0,14.89,0,13.28,11.2,0,24.36,121.02,73.87,0,61.21,71.98,65.92,54.39,306.91,0,66.5,0
YBR104W_mRNA,20.63,29.47,22.63,18.69,17.54,28.23,12.14,33.85,23.7,18.35,26.07,25.42,0,0,23.59,28.72,56.5,0,0,57.91,75.99,174.9,28.32,87.96,53.69,0,26.96,43.21,46.33,52.69,57.39,0,161.08,0
YML038C_mRNA,19.42,13.35,13.4,13.94,17.39,17.69,11.26,13.47,14.3,17.11,15.96,14.36,27.49,0,25.59,21.57,0,45.2,0,8.98,7.57,0,0,0,0,0,7.51,16.12,13.79,9.17,61.74,0,5.61,0
YPR024W_mRNA,57.69,67.67,58.69,70.4,60.29,62.7,25.86,44.43,42.28,65.6,65.26,66.37,85.64,227.62,52.56,51.38,45.14,90.78,177.61,72.26,60.96,0,15.09,0,14.36,36.96,43.62,38.64,32.69,21.05,22.92,0,45.04,0
YMR302C_mRNA,10.61,13.27,10.15,13.19,15.06,15.52,8.69,10.38,9.5,13.45,12.68,15.5,31.49,0,38.55,35.26,18.2,1.55,0,16.64,16.38,15.02,30.41,33.7,38.57,46.35,5.79,14.32,10.45,2.83,11.2,0,69.17,71.34
YML002W_mRNA,0.55,0,0.32,0.63,0,0.53,0,0.57,0,0,0.89,0.17,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML003W_mRNA,7.24,6.84,6.66,2.77,13.8,14.07,12.6,0,1.64,12.55,14.68,9.57,11.72,0,0,0,0,0,0,0,0,0,4.9,0,0,0,4.2,3.45,2.29,0,43.35,0,83.65,0
YML007C-A_mRNA,1.91,1.89,2.22,2.19,0,0,0,0,0,4.41,5.16,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43,0,0,0,0,0,0,0
YML009C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML009W-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.48,57.83,0,0,0,0,0,0,0,0,0,0,9.32,26.48,73.07,166.46,62.73,0,0,0
YML012C-A_mRNA,0,0,0,0,0,0,0,0,0,4.18,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML018C_mRNA,31.12,37.67,33.14,27.29,29.98,28.16,0,26.69,40.04,26.34,26.97,37.35,64.58,0,60.08,54.17,23.1,26.54,0,31.6,35.55,57.2,42.46,0,0,0,50.7,48.95,54.1,64.63,0,0,39.51,0
YML020W_mRNA,5.11,4.74,3.49,5.53,4.12,3.21,10.47,3.13,1.63,3.24,3.25,4.38,2.92,0,0,0,0,11.2,104.67,0,0,0,0,35.51,21.68,0,4.88,0,2.29,6.82,0,0,54.17,0
YML031C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML034C-A_mRNA,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML037C_mRNA,4.26,1.83,1.55,2.44,0.97,3.1,0,5.53,1.45,1.66,1.44,1.35,10.33,0,2.4,2.02,0,6.6,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0
YML039W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML045W_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0
YML047W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML053C_mRNA,15.85,18.04,19.57,17.06,17.21,18.28,20.68,35.03,16.15,13.73,14.99,17.58,0,280.61,26.67,26.22,24.07,36.88,209.01,54.57,46.03,0,0,0,0,0,29.86,28.17,26.15,22.45,0,0,0,0
YML054C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML057C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML079W_mRNA,34.75,15.1,13.66,46.96,24.3,21.84,28.46,19.14,22.23,11.8,17.68,28.51,178.58,0,82.54,69.57,0,126.87,0,0,9.5,61.51,41.51,0,20.87,54.23,80.59,40.69,46.25,57.92,183.49,815.7,141.63,0
YML082W_mRNA,19.68,19.23,17.16,14.22,16.26,18.2,15.47,18.49,25.89,12.95,21.45,21.73,6.16,44.52,28.75,26.65,15.43,35.47,22.11,3.53,2.97,0,2.58,32.13,22.88,8.42,25.03,9.12,20.61,43.18,19.95,0,17.6,0
YML083C_mRNA,0,0,0,0,1.23,0.44,0,0,0,1.04,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML084W_mRNA,5.5,0,0.71,5.62,8.95,0,0,0,0,6.59,3.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML089C_mRNA,0,0,0,0,4.03,2.14,0,0,0,1.7,1.79,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,0
YML090W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML094C-A_mRNA,0,1.03,1.82,0,1.91,2.13,0,4.35,0,1.61,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML096W_mRNA,14.56,18.51,20.44,23.68,19.59,19.64,5.63,14.3,12.09,15.25,19.67,20.25,23.55,0,3.65,3.08,0,2.51,0,8.97,7.57,0,82.11,0,0,0,11.25,27.79,27.64,27.49,79.85,0,5.6,0
YML099W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML100W-A_mRNA,0.81,0,0,0,0,0,0,0,0,0,0.88,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML101C-A_mRNA,3.4,3.28,4.34,0,4.9,4.78,0,0,0,13.47,1.51,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML108W_mRNA,73.5,65.54,54.49,78.44,100.55,94.46,32.23,28.9,25.17,105.16,101.36,110.79,56.18,328.79,5.19,4.38,0,50.29,244.89,0,0,0,0,38.67,23.61,0,37.59,13.15,21.79,39.36,0,0,0,0
YML116W-A_mRNA,0,0,0,0,13.27,0.37,0,1.97,0,0,0,0,119.71,0,38.64,26.78,0,25.88,261.87,0,0,0,0,0,0,0,8.46,11.06,0.67,0,0,0,0,0
YML119W_mRNA,13.55,9.94,9.05,11.92,7.91,7.28,4.01,18,10.97,10.66,11.85,9.87,0,0,23.41,19.73,0,42.95,0,12.77,21.54,69.42,0,0,0,0,17.39,26.37,17.49,0,0,0,0,0
YML122C_mRNA,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML131W_mRNA,31.38,20.01,14.65,23.64,22.11,27.49,35.81,19.26,12.59,27.73,20.86,34.89,39.95,0,60.37,58.71,50.02,6.39,0,0,0,0,0,0,0,0,23.86,38.24,42.93,52.48,0,0,71.29,73.82
YML133C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML133C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML133W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML133W-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YML025C_mRNA,56.09,63.14,47.39,40.69,61.73,63.64,51.18,47.28,65.41,63.3,53.83,46.12,116.79,0,159.6,162.43,178.72,128.61,0,29.55,74.84,321.85,162.88,0,164.51,425.6,82.16,129.77,103.77,53.03,36,0,148.21,0
YML025C_pre-mRNA,3.39,3.34,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR001C-A_mRNA,4.27,2.1,1.66,0,0,1.38,0,0,0,2.19,5.39,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91,0,0,0,0,0,0,0
YMR007W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR010W_mRNA,27.49,20.31,22.32,23.68,18.86,31.42,5.63,12.62,26.38,19.3,24.26,21.53,23.55,0,3.65,4.62,9.83,10.04,0,0,22.7,146.01,3.28,0,0,0,15.94,24.11,22.3,18.33,18.15,0,50.43,0
YMR013C-A_mRNA,0.07,0.32,11.61,0,3.27,10.9,0,8.97,7.02,0,0,2.82,0,0,26.31,22.17,0,0,0,0,0,0,121.91,0,0,0,2.7,13.92,9.23,0,0,0,0,0
YMR013W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.48,15.57,0,0,0,0,0
YMR018W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR027W_mRNA,58.08,58.5,51.15,53.07,54.72,61.13,45.95,56.76,64.59,61.66,45.67,53,115.33,0,77.52,65.33,0,122.9,0,87.41,73.75,0,0,51.88,40.72,23.35,103.08,80.62,68.49,44.89,142.2,0,6.1,63.07
YMR030W-A_mRNA,0,0,0,0,1.83,0,0,0,0,0.97,0,0,0,0,0.07,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR031W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR034C_mRNA,2.39,1.93,2.02,1,3.98,2.96,0,1.81,1.18,0.67,1.41,2.48,16.89,0,5.89,4.97,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0
YMR045C_pre-mRNA,7.49,2.76,9.09,12.33,6.66,6.35,0,15.68,4.59,4.48,5.66,8.5,13.15,8.53,31.19,27,1.77,9,8.47,10.81,8.98,0,21.13,0,0,0,10.96,19.35,16.13,10.84,26.88,0,16.52,0
YMR046W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0
YMR050C_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR052C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR057C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR074C_mRNA,82.64,98.28,89.4,80.31,94.16,85.23,88.49,81.99,65.66,89.08,77.65,94.29,98.73,0,102.39,86.29,0,15.78,0,55.86,70.68,153.04,61.96,254.53,194.22,101.19,70.77,180.24,148.21,86.45,45.65,0,0,0
YMR075C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR082C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR084W_mRNA,0,0,0,2.25,0.6,0,0,0,0,2.51,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR085W_mRNA,1.09,0,0,0,0.8,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,1.63,0,0,0,0,0
YMR086C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR087W_mRNA,9.15,5.63,4.87,7.88,6.97,10.37,0,4.76,6.22,5.87,4.95,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07,0,2.88,8.64,0,0,0,0
YMR090W_mRNA,6.21,3.93,2.58,2.04,5.67,1.72,0,3.69,0,2.05,2.88,4.78,17.21,0,4,5.06,10.77,0,0,24.57,20.73,0,0,0,0,0,7.2,0,3.37,10.05,0,0,12.28,0
YMR099C_mRNA,100.42,71.95,63.94,79.57,82.51,67.87,117.52,70.24,82.29,64.1,67.66,62.37,158.24,0,118.14,117.27,113.21,130.08,0,167.28,173.83,210.24,146.6,146.85,173.3,216.23,116.12,93.17,105.92,131.97,88.84,0,80.68,0
YJR110W_mRNA,3.79,3.73,5.76,5.69,4.53,5.38,0,3.03,4.75,3.36,6.46,5.17,0,0,7.91,6.67,0,3.62,0,6.47,5.46,0,28.4,4.91,3,0,2.03,1.67,1.11,0,0,0,0,0
YMR102C_mRNA,19.1,16.88,14.8,20.53,20.15,21.65,11.93,12.22,19.3,17.34,20.25,20.18,11.88,17.15,8.87,7.47,0,7.6,102.19,27.21,22.96,0,13.92,0,0,0,16.47,8.44,10.26,13.88,24.18,0,3.39,0
YMR103C_mRNA,1.11,0.55,3.24,0,0,2.16,0,0,3.03,0.86,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,0,0,0,0,0,0,0
YMR105W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR111C_mRNA,5.36,7.52,4.08,7.58,3.02,7.21,2.87,4.29,7.85,4.13,3.79,7.58,0,57.93,3.44,2.38,0,0,115.07,0,0,0,0,0,0,0,5.74,2.36,1.57,0,0,0,0,0
YMR114C_mRNA,4.59,3.19,0.94,8.69,2.97,6.3,7.52,2.25,0,3.75,5.84,3.08,31.48,0,0,8.22,52.55,0,0,0,0,0,39.52,27.28,16.65,0,6.27,6.18,4.1,0,9.7,0,0,0
YMR119W-A_mRNA,0,0,0,0,0.77,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0.33,0.28,0,0,0,0,0,0,0,0,0,46.8,0,0,0
YMR122C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR122W-A_mRNA,579.41,617.08,514.1,808.14,724.97,718.74,189.05,312.11,302.35,649.27,712.39,732.94,1443.82,460.16,555.3,609.39,911.67,1348.59,1279.57,56.81,395.38,2257.51,735.4,172.58,447.72,892.14,788.92,293.3,306.34,337.15,1381.57,0,752.77,187.77
YMR130W_mRNA,32.28,31.47,27.67,32.96,31.61,28.51,13.62,19,26.59,35.15,28.2,25.63,12.66,0,20.57,32.2,95.12,36.43,182.58,36.07,48.69,117.77,100.66,0,0,0,36.3,37.16,36.95,36.96,0,0,0,0
YMR135W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0
YMR141C_mRNA,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR141W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR144W_mRNA,12.71,14.86,11.69,13.99,12.1,13.89,7.37,11.01,15.83,12.64,12.88,17.45,5.14,0,2.39,6.04,25.74,42.72,0,11.73,9.9,0,0,0,0,0,7.37,9.08,6.02,0,0,0,0,0
YMR147W_mRNA,7.73,7.62,4.28,16.92,12.8,8.59,0,3.06,16.02,12.48,7.17,9.34,0,0,0,0,0,18.29,0,0,13.73,88.66,0,0,0,0,15.37,16.81,16.72,16.7,39.67,0,0,0
YMR153C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR155W_mRNA,7.14,8.23,7.49,6.4,9.88,4.74,4.85,4.35,6.63,3.49,7.34,7.29,20.29,0,9.45,7.97,0,6.49,0,15.47,13.05,0,0,0,0,0,8.89,19.97,13.24,0,18.76,0,4.83,0
YMR158C-A_mRNA,0,0.87,0,0,0,1.72,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR158W-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR160W_mRNA,3.35,3.82,4.2,6.46,4.65,4.94,1.86,6.12,3.64,5.15,2.75,5.26,7.79,0,7.27,6.13,0,4.98,0,35.69,30.1,0,2.17,49.69,30.33,0,6.21,4.61,3.05,0,0,0,0,0
YMR166C_mRNA,13.22,11.3,9.57,13.18,11.4,11.15,13.89,9.34,12.2,14.98,13.21,14.54,62.95,0,33.77,28.47,0,0,139.32,0,13.99,90.07,8.1,0,0,0,6.94,5.71,3.78,0,26.87,0,6.91,0
YMR172C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR173W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR175W-A_mRNA,2.31,0,0,3.54,1.41,3,0,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR178W_mRNA,60.76,53.85,49.83,57.38,64.2,53.13,32.9,89.89,42.21,47.3,48.9,61.2,19.66,190.38,54.74,48.7,16.41,8.38,0,59.73,50.39,0,0,0,0,0,45.41,19.27,35.79,68.87,78.78,0,0,0
YMR181C_mRNA,1.47,0,0.85,2.53,0.67,0.71,5.1,0,3.99,0.56,1.59,1.39,0,51.74,6.6,8.35,17.82,22.76,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0
YMR182W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR187C_mRNA,7.22,4.09,3.05,8.04,8.8,7.23,3.05,3.64,3.57,10.78,7.8,6.93,0,0,13.83,16.65,31.9,0,0,29.11,24.55,0,0,22.11,13.49,0,13.19,5.01,6.64,9.92,0,0,0,0
YMR193C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR194C-A_mRNA,4.33,0.71,1.68,3.32,5.28,0,0,0,7.85,2.22,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR196W_mRNA,9.1,5.28,3.45,6.6,11.74,10.61,0,1.59,1.56,5.02,6.32,6.68,3.72,0,10.46,11.72,18.63,19.03,0,19.18,16.18,0,0,0,0,0,3.56,4.4,9.49,19.55,29.25,0,2.66,0
YMR206W_mRNA,0.28,0.56,0.33,1.31,0,0,0,1.18,0,0.44,0.31,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR209C_mRNA,22.71,19.04,13.33,18.6,20.97,13.55,18.78,16.84,19.56,22.16,19.94,24.52,13.1,0,24.38,20.54,0,30.71,0,4.99,4.21,0,32.88,151.96,92.75,0,35.47,36.04,25.61,5.1,0,0,31.16,0
YMR210W_mRNA,21.04,17.69,18.69,12.49,19.46,18.83,9.87,11.8,15.42,21.48,16.36,20.08,9.18,0,8.54,17.99,68.96,20.54,0,0,0,0,15.36,0,0,0,10.97,16.24,12.56,5.36,16.98,0,0,0
YMR221C_mRNA,59.06,51.19,63.71,60.41,62.52,51.88,45.06,64.8,59.38,58.25,56.42,73.6,31.42,0,51.19,49.31,39.33,67.8,0,58.34,49.22,0,36.15,34.08,20.81,0,41.29,60.24,58.39,55.02,69,0,0,0
YMR226C_mRNA,163.12,212.59,149.95,170.73,195.35,168.17,183.64,133.86,159.17,172.91,148.52,164.38,462.23,90.68,272.62,317.74,563.06,215.66,450.28,654.92,600.53,309.84,261.34,324.39,415.83,563.36,322.36,404.28,416.76,444.87,496.75,0,231.84,647.57
YMR230W-A_mRNA,0,0,0,0.01,0,0,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR242W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR244W_mRNA,1.28,3.04,0.6,0,0.47,2.5,0,1.07,0,1.19,0.56,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR245W_mRNA,0.39,0.77,0,0.9,0,0,0,0,0,2.4,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR247W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR252C_mRNA,4.56,4.49,6.62,11.78,5.21,0,0,0,6.2,2.63,3.7,6.5,0,0,10.22,8.61,0,0,0,0,0,0,0,0,0,0,10.57,6.48,21.49,51.68,0,0,0,0
YMR253C_mRNA,19.68,16.26,14.73,16.63,27.72,29.45,12.6,6.59,4.92,21.6,25.19,22.95,79.06,0,20.44,18.95,11,42.13,0,5.02,4.23,0,0,22.86,13.95,0,13.64,19.81,12.51,0,0,0,0,0
YMR254C_mRNA,0,0.6,0,0,0,1.19,0,0,0,0,1.32,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR262W_mRNA,12.79,8.68,6.94,9.14,7.8,9.39,11.87,4.73,4.64,9.19,7.68,8.29,0,0,12.82,10.8,0,3.53,0,0,0,0,0,0,0,0,13.18,0,0,0,25.51,0,0,0
YMR265C_mRNA,6.2,4.48,8.65,5.22,4.53,7.63,5.75,0.86,1.12,5.09,6.92,12.05,0,0,0,1.57,10.05,15.39,0,18.34,15.47,0,13.43,0,0,0,5.75,11.83,7.85,0,0,0,0,0
YMR272W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR272W-B_mRNA,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR279C_mRNA,0.54,0.18,0.21,0.83,0.33,0,0,0,0,0.28,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR290W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMR294W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
