,Q5017_27-32nt,Q5019_27-32nt,Q5020_27-32nt,Q5033_27-32nt,Q5034_27-32nt,Q5035_27-32nt,Q5041_27-32nt,Q5042_27-32nt,Q5043_27-32nt,Q5334_27-32nt,Q5337_27-32nt,Q5338_27-32nt,R4816_27-32nt,R4816_37-43nt,R4816minus_20-23nt,R4816minus_20-32nt,R4816minus_27-32nt,R4819_27-32nt,R4819_37-43nt,R4819minus_20-23nt,R4819minus_20-32nt,R4819minus_27-32nt,R4869_27-32nt,R4869minus_20-23nt,R4869minus_20-32nt,R4869minus_27-32nt,R4870_27-32nt,R4870minus_20-23nt,R4870minus_20-32nt,R4870minus_27-32nt,R4902_27-32nt,R4902_37-43nt,R4903_27-32nt,R4903_37-43nt
YDL085C-A_mRNA,9.73,15.49,12.33,4.35,7.09,5.7,0,7.77,10.38,2.99,6.28,5.02,19.45,0,17.86,22.54,47.73,0,0,88.53,74.54,0,0,0,0,0,36.77,21.69,43.41,87.82,36.13,0,0,0
YDL086C-A_mRNA,2.94,2.34,5.41,0,0,2.29,0,0,0,0.9,0.63,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL086W_mRNA,330.77,228.68,225.22,364.43,302.11,282.79,277.38,285.61,191.95,234.32,226.13,226.56,550.75,366.92,416.15,395.31,283.45,362.31,0,204.27,180.58,54.29,282.53,605.2,371.27,0,489.22,530.47,540.92,561.62,519.79,0,451.58,84.67
YDL094C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL109C_mRNA,1.82,1.63,1.46,1.62,2.32,1.06,0,0,1.94,0.84,1.37,0.47,0,0,1.69,1.42,0,2.31,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0
YDL114W_mRNA,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL114W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL118W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL119C_mRNA,27.94,16.95,31.39,20.55,16.76,25.27,26.58,19.04,12.71,24.09,26.02,22.42,0,0,3.16,2.66,0,26.03,35.4,0,0,0,0,0,0,0,16.09,3.84,5.13,7.69,0,0,0,0
YDL121C_mRNA,89.9,124,134.87,89.75,135.24,70.43,79.67,89.68,90.75,111.98,113.52,115.1,0,0,31.42,42.3,100.21,43.36,0,15.57,52.45,249.51,0,118.32,116.13,113.07,64.33,53.42,91.65,169,75.83,0,96.08,0
YDL124W_mRNA,202.19,191.25,134.66,236.51,259.46,213.09,110.3,126.61,118,170.08,155.53,152.8,213.79,0,229.44,244.97,325.71,159.74,38.36,220.71,207.25,135.17,394.9,63.54,174.02,347.11,167.28,95.66,130.43,199.75,157.48,0,93.69,0
YDL129W_mRNA,5.33,5.66,7.77,5.56,4.53,7.63,0,11.35,0,4.92,5.73,6.88,0,0,13.2,11.11,0,0,0,0,0,0,0,0,0,0,11.75,36.07,26.74,8.02,0,0,60.17,0
YDL144C_mRNA,47.48,46.9,33.73,29.33,49.69,39.42,21.88,33.59,43.07,46.05,46.71,47.35,33.64,0,53.14,44.73,0,98.61,0,122.38,104.17,0,33.79,0,0,0,39.76,60.77,43.08,7.6,137.48,0,66.5,831.38
YDL152W_mRNA,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL157C_mRNA,82.72,87.17,105.11,94.43,71.44,86.08,127.43,58.68,91.45,72.5,59.96,93.28,195.88,0,39.62,47.64,90.15,109.23,0,70.15,59.06,0,10.25,0,13.08,33.91,92.6,68.75,59.72,41.47,113.71,0,276.61,0
YDL158C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL159C-B_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL159W-A_mRNA,1.06,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL162C_mRNA,0,0,0,0,1.21,0,0,0,0,0,0,0,28.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL163W_mRNA,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL172C_mRNA,0,0,0,0,0,0,0,0,0,1.69,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL176W_mRNA,8.21,8.51,6.18,5.24,7.02,10.14,4.36,4.68,6.25,8.5,7.03,9.3,20.1,0,10.93,9.2,0,8.54,52.02,0,0,0,0,0,0,0,5.54,13.28,8.86,0,34.22,0,23.65,0
YDL177C_mRNA,3.81,4.42,2.19,4.25,8.09,0,24.73,2.53,0,0.97,8.18,6.55,76.04,0,5.86,9.86,31.11,8.08,0,58.07,48.89,0,0,0,0,0,0,21.34,14.24,0,0,0,0,0
YDL180W_mRNA,17.48,20.32,24.25,12.7,14.96,21.37,8.21,25.21,20.21,21.68,23.33,26.08,4.21,0,13.12,15.76,30.99,53.63,0,72.9,69.56,51.43,14.09,155.07,95.13,0,20.89,14.29,14.3,14.25,0,0,41.59,0
YDL183C_mRNA,12.53,8.53,9.11,2.95,16.22,12.87,38.57,2.63,15.82,12.67,6.74,11.06,13.18,0,9.19,7.73,0,37.79,0,0,6.39,40.27,0,0,0,0,21.8,0,2.48,7.44,0,0,0,0
YDL185C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL186W_mRNA,0,0.37,0,0,0,1.44,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL187C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL196W_mRNA,3.96,4.92,0.91,7.02,1.7,2.16,0,3.11,0,8.41,11.96,11.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL199C_mRNA,2.41,3.26,1.78,2.31,4.08,4.7,4.48,0,0,1.85,1.67,2.22,0,0,4.81,4.05,0,0,0,31.82,26.79,0,28.8,0,0,0,7.32,0,3.9,11.65,0,0,0,0
YDL206W_mRNA,4.71,4.37,3.79,5.26,5.72,6.12,0,1.88,5.02,4.34,5.06,6.48,0,0,1.46,1.23,0,0,0,18.12,15.26,0,18.37,0,3.38,8.68,5.19,0,0,0,0,0,0,0
YDL211C_mRNA,5.84,5.81,4.37,1.96,6.38,11.96,7.59,4.66,0,6.73,5.65,9.79,0,0,16.28,13.7,0,33.45,0,0,0,0,0,0,0,0,11.03,3.3,2.2,0,0,0,0,0
YDL218W_mRNA,0.33,1.32,0,0,1.21,1.94,0,1.33,3.54,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL221W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL228C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL240C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL241W_mRNA,32,21.81,25.93,58.24,33.47,49.72,7.7,18.92,12.63,36.42,35.05,40.52,23.68,0,32.86,27.65,0,15.09,0,122.18,102.86,0,0,82.5,50.61,0,19.59,26.61,17.75,0,0,0,0,0
YDL242W_mRNA,1.33,0,1.54,2.98,4.86,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL247W-A_mRNA,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR003W-A_mRNA,0,1.81,0,0,0,5.46,0,0,5.82,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.28,0,0,0,0,0,0,0
YDR008C_mRNA,0,0,0,0,0,3.93,0,0,0,0,0.72,0,0,0,37.13,31.25,0,17.08,0,0,0,0,0,0,0,0,15.84,22.55,15.05,0,0,0,0,0
YDR010C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR015C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR018C_mRNA,1.11,0,0.64,0,2.02,1.08,0,0,1.48,0.85,1.79,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR029W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR034C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR034C-D_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,1.01,0.85,0,2.05,0,0.17,0.14,0,2.99,0,3.6,9.23,0,0,0,0,0,0,0,0
YDR034W-B_mRNA,3.48,0.87,2.01,9.73,6.35,5.1,0,0,4.64,2.68,7.49,4.49,0,0,0,0,0,33.27,0,0,0,0,0,0,0,0,4.11,0,0,0,0,0,0,0
YDR042C_mRNA,0.54,1.6,3.09,0,1.95,1.05,0,0,0,7.42,1.73,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR048C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR053W_mRNA,0,1.24,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR056C_mRNA,51,45.05,41.16,39.39,36.47,26.97,30.97,38.04,45.73,36.62,28.19,38.12,114.28,0,83.87,78.02,46.75,200.27,347.8,140.76,156.35,232.81,95.65,16.62,30.6,52.75,85.54,75.06,71.55,64.51,114.99,0,40.34,908.45
YDR061W_mRNA,31.33,33.42,28.29,23.66,23.82,33.43,32.23,33.28,19.22,27.02,25.45,26.17,40.54,0,25.18,33.55,77.39,68.89,0,20.8,17.51,0,18.85,55.31,72.66,99.8,20.23,7.64,15.3,30.51,0,0,0,0
YDR089W_mRNA,28.84,30.39,33.53,31.42,27.18,37.7,14.77,26.64,26.51,38.86,30.25,31.53,53.94,232.72,19.87,16.72,0,18.09,0,33.03,28.1,0,19.01,0,0,0,26.17,16.18,25.03,41.66,7.91,0,0,0
YDR090C_mRNA,47,48.11,41.66,29.46,38.2,44.87,26.37,36.43,66.69,39.49,40.73,43.63,40.54,0,65.95,55.5,0,90.42,0,46.71,39.32,0,39.59,189.24,116.09,0,22.36,30.52,38.17,53.4,31.38,0,66.79,0
YDR094W_mRNA,19.12,2.07,19.84,2.36,50.81,11.47,30.98,0,19.69,4.73,20.77,7.89,181.94,0,10.4,39.58,193.86,92.6,0,0,0,0,0,0,0,0,40.03,14.56,19.76,30.33,0,0,0,0
YDR095C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR098C-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0
YDR102C_mRNA,1.38,0.69,0.8,0,2.52,1.35,0,0,0,5.31,2.23,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR109C_mRNA,7.98,6.61,5.74,10.02,5.45,5.19,8.64,7.96,4.43,7.4,5.18,7.5,0,0,0,0,0,2.12,0,11.51,9.69,0,0,0,42.93,110.34,11.77,0,2.51,7.5,15.42,0,4.69,0
YDR114C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR115W_mRNA,77.35,50.57,55.13,110.24,22.82,51.75,28.73,35.27,3.93,28.3,51.49,50.37,485.73,0,40.71,45.69,72.26,140.71,0,0,0,0,357.28,0,0,0,187.87,65.96,99.03,166.18,314.44,0,187.07,0
YDR118W-A_mRNA,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR124W_mRNA,0.65,0.65,0.75,0.73,0,0,0,0,0,1,0.35,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR131C_mRNA,7.89,6.2,11,11.59,14.75,6.48,5.4,10.77,7.75,11.8,9.6,13.74,4.15,0,9.66,8.13,0,5.29,0,0,0,0,0,0,31.26,80.43,6.86,0,0,0,0,0,117.16,0
YDR132C_mRNA,12.63,11.19,10.05,9.74,10.46,16.13,5.97,7.33,17.13,8.11,14.81,13.33,4.59,0,4.27,3.6,0,11.69,0,0,26.76,168.23,0,0,0,0,9.76,0,5.19,15.54,12.78,0,0,0
YDR133C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR134C,144.79,91.97,100.19,268.89,219.35,178.76,63.32,9.72,25.96,156.29,208.16,236.37,1339.41,0,175.55,199.55,328.52,760.15,318.49,113.15,178.26,520.45,80.95,91.55,71.86,57.57,339.36,140.57,186.11,274.73,485.91,0,569.86,0
YDR149C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR154C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.09,0,0,0,0,0,0,0,0,0.2,0,0,0,766.36,0,0.3
YDR157W_mRNA,0,0,0,0,0,0,156.72,0.61,0,0,0,0,177.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.04,0,0,0
YDR161W_mRNA,41.66,51.18,41.42,52.86,38.52,54.19,45.12,50.37,62.24,42.19,39.36,42.75,56.75,185.42,105.55,115.98,170.25,76.35,196.58,268.92,232.52,38.54,89.72,110.43,74.52,17.46,37.26,195.86,166.32,106.78,0,0,8.9,0
YDR169C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR170W-A_mRNA,60.74,56.37,59.53,58.92,66.26,93.79,0,75.31,94.03,49.54,55.09,41.84,25.28,0,35.1,46.75,120.03,100.42,0,180.28,165.57,80.72,109.02,8.89,5.46,0,113.69,33.53,42.32,59.09,6.43,0,51.76,0
YDR179W-A_mRNA,10.22,8.14,7.95,15.42,12.11,11.47,3.32,12.24,27.25,9.03,9.07,14.18,0,0,0,0,0,0,0,49.86,42.63,0,0,53.73,32.96,0,4.83,5.78,5.78,5.77,0,0,0,0
YDR182W-A_mRNA,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR183C-A_mRNA,0,0,0,0,0,0,55.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR186C_mRNA,20.99,21.29,20.82,18.2,16.85,17.51,17.95,18.73,21.34,18.03,17.67,19.59,11.04,0,21.88,21.67,20.31,24.61,0,44.99,57.96,118.03,13.85,0,0,0,19.56,20.33,33.35,59.18,5.12,0,50.64,0
YDR187C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR193W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR194W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR199W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR203W_mRNA,2.99,0,2.45,0,2.59,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR209C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR210C-D_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR210W_mRNA,87.08,39.34,40.67,80.23,58.8,41.59,63.32,31.57,19.48,56.14,67.45,50.27,0,0,11.25,9.47,0,62.03,0,0,0,0,0,291.59,180.82,0,34.51,27.34,18.33,0,11.3,86.84,223.37,0
YDR210W-B_pre-mRNA,0,1.15,0,0,4.82,6.67,0,0,0,1.3,1.76,2.07,0.54,0,0.87,0.73,0,1.45,0,0.17,0.14,0,0,0,0,0,8.17,2.03,3.44,4.24,0.17,0,8.62,0
YDR215C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR220C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.14,70.91,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR222W_mRNA,28.26,28.65,26.09,32.16,29.14,23.41,10.4,25.53,36.95,15.16,16.63,16.51,0,31.29,22.32,18.78,0,10.18,0,43.02,36.22,0,4.46,0,0,0,34,6.02,8.04,12.03,0,0,0,0
YDR230W_mRNA,0,1.34,0,0,0,0,0,8.07,0,1.04,0.72,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR239C_mRNA,14.64,16.67,21.35,26.89,11.56,9.21,4.23,10.39,13.01,15.25,16.1,11.96,9.75,0,7.57,7.65,7.98,10.36,0,37.58,31.64,0,62.58,5.71,3.5,0,35.34,16.57,24.57,40.37,18.12,0,87.22,0
YDR246W-A_mRNA,3.59,0.89,2.07,0,1.64,5.26,0,0,0,4.14,5.8,6.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,0,0,0,83.36,0,0,0
YDR248C_mRNA,13.99,8.16,14.44,12.93,14.06,25.41,6.27,15.4,15.43,14.08,12.45,26.76,0,0,13.4,22.56,70.98,55.28,0,33.22,27.97,0,0,0,0,0,20.5,37.98,36.2,32.65,0,0,0,0
YDR249C_mRNA,6.7,5.51,7.71,13.66,6.37,9.66,0,6.97,0,6.71,7.2,6.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.13,13.15,15.36,19.71,0,0,0,0
YDR250C_mRNA,1.54,2.29,0,0,2.8,0,0,3.06,0,1.18,0.83,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR261C-D_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR261W-B_pre-mRNA,0,0,0,0,0.38,0,0,0,0,0,0,0,0.54,0,0,0,0,2.05,0,0.17,0.14,0,0,0,0,0,0,0,0,0,0.17,0,0,0
YDR262W_mRNA,42.61,43.97,35.3,53.36,32.65,44.29,10.35,41.31,40.33,31.82,24.84,36.47,135.26,0,11.08,18.65,58.59,50.7,0,64.09,53.96,0,39.96,0,0,0,35.73,53.84,38.91,8.98,29.56,0,0,75.75
YDR269C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR271C_mRNA,0,0,0,1.45,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR274C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR278C_mRNA,297.6,169.98,164.54,162.93,138.91,143.77,169.29,280.58,412.32,148.81,93.14,142.55,2326.8,398901.99,0,235.69,3875.51,2052.02,493510.93,0,471.89,7618.17,520.46,0,0,351.18,3111.27,0,42.75,385.81,1418.59,697077.23,1054.89,674054.85
YDR282C_mRNA,6.95,8.24,5.84,7.76,8.76,9.38,0,7.46,2.85,14.78,7.47,8.96,10.68,0,16.27,13.61,0,10.21,0,6.16,5.18,0,62.55,74.82,45.9,0,15.14,6.04,8.05,12.05,4.96,0,60.3,0
YDR286C_mRNA,5.39,7.15,11.38,16.05,14.73,7.01,0,21.51,28.73,16.57,11.59,12.75,0,107.16,16.51,13.89,0,34.32,0,0,0,0,0,0,0,0,8.49,0,0,0,0,0,202.79,0
YDR290W_mRNA,7,8.67,15.53,0,26.51,39.78,0,0.15,0,14.94,15.15,34.27,0,0,6.46,4.36,0,0,0,0,0,0,0,0,0,0,13.25,0,0,0,0,0,0,0
YDR306C_mRNA,12.93,12.09,14.29,10.98,13.66,15.14,13.45,17.54,9.65,8.74,12.51,14.35,0,0,2.41,2.02,0,16.47,0,0,5.02,31.58,43.25,0,0,0,6.11,14.61,11.7,5.83,0,0,0,0
YDR316W-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0
YDR320W-B_mRNA,0,2.23,0,10.29,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR327W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR336W_mRNA,14.52,14.85,14.86,9.91,11.76,11.81,20.98,11.27,8.6,5.58,13.02,17.18,64.49,0,0,0,0,20.55,0,27.83,23.43,0,20.24,0,0,0,15.24,0,0,0,0,0,0,0
YDR338C_mRNA,13.07,15.29,14.44,14.21,18.35,13.44,0,7.05,16.95,11.94,11.78,17.09,14.12,0,4.94,4.16,0,4.5,0,20.4,17.17,0,0,0,0,0,11.68,4,5.33,7.97,0,0,0,0
YDR340W_mRNA,0,3.63,0,14.67,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,5.45,0,0,0,0,0
YDR341C_mRNA,211.42,200.54,176.28,161.29,174.47,175.93,160.61,167.95,219.21,179.2,184.58,205.5,289.33,203.57,248.14,229.99,132.57,302.4,19.98,236.24,225.16,165.05,229.26,331.84,265.9,160.27,225.23,246.79,240.44,226.48,218.57,0,185.22,0
YDR344C_mRNA,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR354C-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR355C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR365W-B_pre-mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR366C_mRNA,0.62,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR371C-A_mRNA,6.89,2.28,9.25,0,4.18,8.96,0,0,0,0,2.47,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR381C-A_mRNA,11.87,8.17,9.46,22.43,24.95,5.34,0,0,0,2.47,2.94,14.13,72.96,0,0,0,0,92.99,0,0,0,0,0,0,0,0,0,20.37,20.38,20.59,0,0,0,0
YDR381C-A_pre-mRNA,0,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR387C_mRNA,9.31,11.74,6.91,12.02,8.67,15.75,0,3.3,1.1,9.54,13.13,11.75,37.22,0,0,1.62,10.15,0,0,0,0,0,0,94.35,57.88,0,8.8,4.68,3.12,0,0,0,0,0
YDR391C_mRNA,33.26,35.16,25.13,26.7,34.08,33.46,6.75,6.22,11.08,38.33,21.79,36.87,31.15,0,14.43,20.24,50.97,0,0,0,0,0,0,90.56,55.56,0,12.27,11.68,11.69,11.72,0,0,43.99,0
YDR396W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR401W_mRNA,0,0,0.57,0,0,1.92,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR406W-A_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29,137.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR413C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR415C_mRNA,45.92,55.62,45.98,42.37,52.14,46.75,21.63,57.1,47.89,50.11,49.74,46.79,39.89,0,64.81,67.47,81.6,29.66,0,30.65,51.6,162.55,22.26,11.64,7.14,0,40.86,37.54,42.58,52.55,55.58,0,46.95,0
YDR417C_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR426C_mRNA,1.28,0,0,0,2.34,0,0,0,0,0,3.45,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR431W_mRNA,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,178.34,0,0,0,0,0,0,0,0,0,0,0,0
YDR433W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.28,233.4,0,0,0,0,0
YDR442W_mRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR444W_mRNA,6.54,5.14,7.53,5,3.45,12.1,0,7.56,7.34,7.94,10.93,8.89,0,0,8.02,6.75,0,0,0,11.93,10.05,0,11.52,0,0,0,7.32,29.23,19.5,0,0,0,34.01,0
